name,family,gf_type,incoming_velocity,outgoing_velocity,angle
kick_short_0_0_infront_y0_045,kick,ballcontrol,idle,idle,045
kick_short_0_0_inside_y0_000,kick,ballcontrol,idle,idle,000
kick_short_0_0_inside_y0_000_direct,kick,ballcontrol,idle,idle,000
kick_short_0_0_inside_y0_000_jostle,kick,ballcontrol,idle,idle,000
kick_short_0_0_inside_y0_000_keep,kick,ballcontrol,idle,idle,000
kick_short_0_0_inside_y0_000_side,kick,ballcontrol,idle,idle,000
kick_short_0_0_inside_y0_045,kick,ballcontrol,idle,idle,045
kick_short_0_0_inside_y0_045_direct,kick,ballcontrol,idle,idle,045
kick_short_0_0_inside_y0_045_far,kick,ballcontrol,idle,idle,045
kick_short_0_0_inside_y0_045_jostle,kick,ballcontrol,idle,idle,045
kick_short_0_0_inside_y0_045_keep,kick,ballcontrol,idle,idle,045
kick_short_0_0_inside_y0_045_side,kick,ballcontrol,idle,idle,045
kick_short_0_0_inside_y0_090,kick,ballcontrol,idle,idle,090
kick_short_0_0_inside_y0_090_far,kick,ballcontrol,idle,idle,090
kick_short_0_0_inside_y0_090_jostle,kick,ballcontrol,idle,idle,090
kick_short_0_0_inside_y0_090_keep,kick,ballcontrol,idle,idle,090
kick_short_0_0_inside_y0_090_late,kick,ballcontrol,idle,idle,090
kick_short_0_0_inside_y0_090_side,kick,ballcontrol,idle,idle,090
kick_short_0_0_inside_y0_135,kick,ballcontrol,idle,idle,135
kick_short_0_0_inside_y0_135_late,kick,ballcontrol,idle,idle,135
kick_short_0_0_inside_y0_135_late_backstep,kick,ballcontrol,idle,idle,135
kick_short_0_0_inside_y0_135_late_sidestep,kick,ballcontrol,idle,idle,135
kick_short_0_0_inside_y0_f045,kick,ballcontrol,idle,idle,045
kick_short_0_0_inside_y0_f045_direct,kick,ballcontrol,idle,idle,045
kick_short_0_0_inside_y0_f045_rear_flick,kick,ballcontrol,idle,idle,045
kick_short_0_0_inside_y0_f045_side,kick,ballcontrol,idle,idle,045
kick_short_0_0_inside_y0_f090,kick,ballcontrol,idle,idle,090
kick_short_0_0_inside_y0_f090_late_sidestep,kick,ballcontrol,idle,idle,090
kick_short_0_0_inside_y2_000,kick,ballcontrol,idle,idle,000
kick_short_0_0_inside_y2_000_keep,kick,ballcontrol,idle,idle,000
kick_short_0_0_inside_y2_045,kick,ballcontrol,idle,idle,045
kick_short_0_0_inside_y2_045_keep,kick,ballcontrol,idle,idle,045
kick_short_0_0_inside_y2_090,kick,ballcontrol,idle,idle,090
kick_short_0_0_inside_y2_135,kick,ballcontrol,idle,idle,135
kick_short_0_0_inside_y2_f045,kick,ballcontrol,idle,idle,045
kick_short_0_0_inside_y2_f090,kick,ballcontrol,idle,idle,090
kick_short_0_0_inside_y4_000,kick,ballcontrol,idle,idle,000
kick_short_0_0_inside_y4_000_keep,kick,ballcontrol,idle,idle,000
kick_short_0_0_inside_y4_045,kick,ballcontrol,idle,idle,045
kick_short_0_0_inside_y4_045_keep,kick,ballcontrol,idle,idle,045
kick_short_0_0_inside_y4_090,kick,ballcontrol,idle,idle,090
kick_short_0_0_inside_y4_f045,kick,ballcontrol,idle,idle,045
kick_short_0_0_instep_y2_000_up,kick,ballcontrol,idle,idle,000
kick_short_0_0_instep_y4_000_up,kick,ballcontrol,idle,idle,000
kick_short_0_0_outside_y0_000_far,kick,ballcontrol,idle,idle,000
kick_short_0_0_outside_y0_000_lob,kick,ballcontrol,idle,idle,000
kick_short_0_0_outside_y0_f045,kick,ballcontrol,idle,idle,045
kick_short_0_0_outside_y0_f045_far,kick,ballcontrol,idle,idle,045
kick_short_0_0_outside_y0_f045_jostle,kick,ballcontrol,idle,idle,045
kick_short_0_0_outside_y0_f045_lob,kick,ballcontrol,idle,idle,045
kick_short_0_0_outside_y0_f045_side_bodyfake,kick,ballcontrol,idle,idle,045
kick_short_0_0_outside_y0_f090,kick,ballcontrol,idle,idle,090
kick_short_0_0_outside_y0_f090_lob,kick,ballcontrol,idle,idle,090
kick_short_0_0_outside_y0_f090_side,kick,ballcontrol,idle,idle,090
kick_short_0_0_outside_y0_f090_side_bodyfake,kick,ballcontrol,idle,idle,090
kick_short_0_0_outside_y0_f135_side,kick,ballcontrol,idle,idle,135
kick_short_0_0_outside_y2_f045,kick,ballcontrol,idle,idle,045
kick_short_0_0_outside_y2_f135,kick,ballcontrol,idle,idle,135
kick_short_0_0_outside_y4_f045,kick,ballcontrol,idle,idle,045
kick_short_0_0_outside_y4_f090,kick,ballcontrol,idle,idle,090
kick_short_0_0_outside_y4_f135_rear,kick,ballcontrol,idle,idle,135
kick_short_0_0_sole_y0_f135_jostle,kick,ballcontrol,idle,idle,135
kick_short_0_4_heel_y0_090_r_135,kick,ballcontrol,idle,sprint,090
kick_short_0_4_heel_y0_090_r_f135,kick,ballcontrol,idle,sprint,090
kick_short_0_4_inside_y0_000_r_045,kick,ballcontrol,idle,sprint,000
kick_short_0_4_inside_y0_000_r_090,kick,ballcontrol,idle,sprint,000
kick_short_0_4_inside_y0_000_r_135,kick,ballcontrol,idle,sprint,000
kick_short_0_4_inside_y0_045_r_000,kick,ballcontrol,idle,sprint,045
kick_short_0_4_inside_y0_045_r_090,kick,ballcontrol,idle,sprint,045
kick_short_0_4_inside_y0_045_r_135,kick,ballcontrol,idle,sprint,045
kick_short_0_4_inside_y0_045_r_f090,kick,ballcontrol,idle,sprint,045
kick_short_0_4_inside_y0_045_r_f135,kick,ballcontrol,idle,sprint,045
kick_short_0_4_inside_y0_090_r_045,kick,ballcontrol,idle,sprint,090
kick_short_0_4_inside_y0_f045_r_045,kick,ballcontrol,idle,sprint,045
kick_short_0_4_outside_y0_f090_r_000,kick,ballcontrol,idle,sprint,090
kick_short_0_4_outside_y0_f090_r_045,kick,ballcontrol,idle,sprint,090
kick_short_0_4_outside_y0_f090_r_090,kick,ballcontrol,idle,sprint,090
kick_short_0_4_outside_y0_f090_r_135,kick,ballcontrol,idle,sprint,090
kick_short_0_4_outside_y0_f090_r_f135,kick,ballcontrol,idle,sprint,090
kick_short_3_0_heel_y0_090,kick,ballcontrol,sprint,idle,090
kick_short_3_0_heel_y0_135,kick,ballcontrol,sprint,idle,135
kick_short_3_0_heel_y0_180,kick,ballcontrol,sprint,idle,180
kick_short_3_0_heel_y0_f045_roulette,kick,ballcontrol,sprint,idle,045
kick_short_3_0_heel_y0_f090_roulette,kick,ballcontrol,sprint,idle,090
kick_short_3_0_heel_y0_f135_roulette,kick,ballcontrol,sprint,idle,135
kick_short_3_0_heel_y2_000,kick,ballcontrol,sprint,idle,000
kick_short_3_0_heel_y2_090,kick,ballcontrol,sprint,idle,090
kick_short_3_0_heel_y2_135,kick,ballcontrol,sprint,idle,135
kick_short_3_0_heel_y2_180,kick,ballcontrol,sprint,idle,180
kick_short_3_0_heel_y4_000,kick,ballcontrol,sprint,idle,000
kick_short_3_0_heel_y4_000_rear_far,kick,ballcontrol,sprint,idle,000
kick_short_3_0_heel_y4_090,kick,ballcontrol,sprint,idle,090
kick_short_3_0_heel_y4_090_jumpover,kick,ballcontrol,sprint,idle,090
kick_short_3_0_heel_y4_180,kick,ballcontrol,sprint,idle,180
kick_short_3_0_heel_y6_000_rear_far,kick,ballcontrol,sprint,idle,000
kick_short_3_0_infront_y0_000,kick,ballcontrol,sprint,idle,000
kick_short_3_0_infront_y0_045,kick,ballcontrol,sprint,idle,045
kick_short_3_0_infront_y0_045_lob,kick,ballcontrol,sprint,idle,045
kick_short_3_0_inside_y0_000,kick,ballcontrol,sprint,idle,000
kick_short_3_0_inside_y0_000_direct,kick,ballcontrol,sprint,idle,000
kick_short_3_0_inside_y0_000_rear,kick,ballcontrol,sprint,idle,000
kick_short_3_0_inside_y0_000_side,kick,ballcontrol,sprint,idle,000
kick_short_3_0_inside_y0_000_sidle,kick,ballcontrol,sprint,idle,000
kick_short_3_0_inside_y0_045,kick,ballcontrol,sprint,idle,045
kick_short_3_0_inside_y0_045_direct,kick,ballcontrol,sprint,idle,045
kick_short_3_0_inside_y0_045_rear,kick,ballcontrol,sprint,idle,045
kick_short_3_0_inside_y0_045_side,kick,ballcontrol,sprint,idle,045
kick_short_3_0_inside_y0_045_sidle,kick,ballcontrol,sprint,idle,045
kick_short_3_0_inside_y0_090,kick,ballcontrol,sprint,idle,090
kick_short_3_0_inside_y0_090_far,kick,ballcontrol,sprint,idle,090
kick_short_3_0_inside_y0_090_side,kick,ballcontrol,sprint,idle,090
kick_short_3_0_inside_y0_090_sidle,kick,ballcontrol,sprint,idle,090
kick_short_3_0_inside_y0_135,kick,ballcontrol,sprint,idle,135
kick_short_3_0_inside_y0_135_late,kick,ballcontrol,sprint,idle,135
kick_short_3_0_inside_y0_f045,kick,ballcontrol,sprint,idle,045
kick_short_3_0_inside_y0_f045_direct,kick,ballcontrol,sprint,idle,045
kick_short_3_0_inside_y0_f045_rear,kick,ballcontrol,sprint,idle,045
kick_short_3_0_inside_y0_f045_rear_flick,kick,ballcontrol,sprint,idle,045
kick_short_3_0_inside_y0_f045_side,kick,ballcontrol,sprint,idle,045
kick_short_3_0_inside_y0_f090,kick,ballcontrol,sprint,idle,090
kick_short_3_0_inside_y0_f090_rear,kick,ballcontrol,sprint,idle,090
kick_short_3_0_inside_y2_000,kick,ballcontrol,sprint,idle,000
kick_short_3_0_inside_y2_045,kick,ballcontrol,sprint,idle,045
kick_short_3_0_inside_y2_090,kick,ballcontrol,sprint,idle,090
kick_short_3_0_inside_y2_135,kick,ballcontrol,sprint,idle,135
kick_short_3_0_inside_y2_f045,kick,ballcontrol,sprint,idle,045
kick_short_3_0_inside_y2_f090,kick,ballcontrol,sprint,idle,090
kick_short_3_0_inside_y4_000,kick,ballcontrol,sprint,idle,000
kick_short_3_0_inside_y4_045,kick,ballcontrol,sprint,idle,045
kick_short_3_0_inside_y4_090,kick,ballcontrol,sprint,idle,090
kick_short_3_0_inside_y4_090_far,kick,ballcontrol,sprint,idle,090
kick_short_3_0_inside_y4_135,kick,ballcontrol,sprint,idle,135
kick_short_3_0_inside_y4_f045,kick,ballcontrol,sprint,idle,045
kick_short_3_0_inside_y4_f090,kick,ballcontrol,sprint,idle,090
kick_short_3_0_instep_y4_180_far,kick,ballcontrol,sprint,idle,180
kick_short_3_0_instep_y6_180_far,kick,ballcontrol,sprint,idle,180
kick_short_3_0_outside_y0_000_far,kick,ballcontrol,sprint,idle,000
kick_short_3_0_outside_y0_000_far_sidle,kick,ballcontrol,sprint,idle,000
kick_short_3_0_outside_y0_000_lob,kick,ballcontrol,sprint,idle,000
kick_short_3_0_outside_y0_f022_lob,kick,ballcontrol,sprint,idle,022
kick_short_3_0_outside_y0_f045,kick,ballcontrol,sprint,idle,045
kick_short_3_0_outside_y0_f045_far,kick,ballcontrol,sprint,idle,045
kick_short_3_0_outside_y0_f045_vanpersie,kick,ballcontrol,sprint,idle,045
kick_short_3_0_outside_y0_f090,kick,ballcontrol,sprint,idle,090
kick_short_3_0_outside_y0_f090_rabona,kick,ballcontrol,sprint,idle,090
kick_short_3_0_outside_y0_f135,kick,ballcontrol,sprint,idle,135
kick_short_3_0_outside_y2_f045,kick,ballcontrol,sprint,idle,045
kick_short_3_0_outside_y2_f135,kick,ballcontrol,sprint,idle,135
kick_short_3_0_outside_y4_f045,kick,ballcontrol,sprint,idle,045
kick_short_3_0_outside_y4_f135,kick,ballcontrol,sprint,idle,135
kick_short_3_0_outside_y6_000_rear_taekwondo,kick,ballcontrol,sprint,idle,000
kick_short_3_0_outside_y6_090_rear_taekwondo,kick,ballcontrol,sprint,idle,090
kick_short_3_0_outside_y6_f090_taekwondo,kick,ballcontrol,sprint,idle,090
kick_short_3_0_outside_y6_f135,kick,ballcontrol,sprint,idle,135
kick_short_3_0_sole_y0_180,kick,ballcontrol,sprint,idle,180
kick_short_3_0_sole_y0_f135,kick,ballcontrol,sprint,idle,135
kick_short_3_0_toe_y0_000,kick,ballcontrol,sprint,idle,000
kick_short_3_0_toe_y2_000_far,kick,ballcontrol,sprint,idle,000
kick_short_3_0_toe_y2_f045_far,kick,ballcontrol,sprint,idle,045
kick_short_3_0_toe_y4_000_far,kick,ballcontrol,sprint,idle,000
kick_short_3_0_toe_y6_000_far,kick,ballcontrol,sprint,idle,000
kick_short_3_4_heel_y0_090_r_135,kick,ballcontrol,sprint,sprint,090
kick_short_3_4_heel_y0_090_r_f135,kick,ballcontrol,sprint,sprint,090
kick_short_3_4_inside_y0_000_r_045,kick,ballcontrol,sprint,sprint,000
kick_short_3_4_inside_y0_000_r_090,kick,ballcontrol,sprint,sprint,000
kick_short_3_4_inside_y0_000_r_135,kick,ballcontrol,sprint,sprint,000
kick_short_3_4_inside_y0_045_r_000,kick,ballcontrol,sprint,sprint,045
kick_short_3_4_inside_y0_045_r_090,kick,ballcontrol,sprint,sprint,045
kick_short_3_4_inside_y0_045_r_135,kick,ballcontrol,sprint,sprint,045
kick_short_3_4_inside_y0_045_r_f090,kick,ballcontrol,sprint,sprint,045
kick_short_3_4_inside_y0_045_r_f135,kick,ballcontrol,sprint,sprint,045
kick_short_3_4_inside_y0_090_r_045,kick,ballcontrol,sprint,sprint,090
kick_short_3_4_inside_y0_f045_r_045,kick,ballcontrol,sprint,sprint,045
kick_short_3_4_outside_y0_f090_r_000,kick,ballcontrol,sprint,sprint,090
kick_short_3_4_outside_y0_f090_r_045,kick,ballcontrol,sprint,sprint,090
kick_short_3_4_outside_y0_f090_r_090,kick,ballcontrol,sprint,sprint,090
kick_short_3_4_outside_y0_f090_r_135,kick,ballcontrol,sprint,sprint,090
kick_short_3_4_outside_y0_f090_r_f135,kick,ballcontrol,sprint,sprint,090
kickoff_kicker_pass,kick,ballcontrol,,,
kickoff_kicker_stand_pass,kick,ballcontrol,,,
kickoff_look_around,kick,ballcontrol,,,
kickoff_loop_jump,kick,ballcontrol,,,
kickoff_loop_kicker,kick,ballcontrol,,,
kickoff_loop_kicker_stand,kick,ballcontrol,,,
kickoff_loop_one_foot,kick,ballcontrol,,,
kickoff_loop_shake,kick,ballcontrol,,,
kickoff_loop_shake45,kick,ballcontrol,,,
kickoff_loop_standstill,kick,ballcontrol,,,
kickoff_loop_stretch,kick,ballcontrol,,,
kickoff_loop_waist,kick,ballcontrol,,,
kickoff_loop_walk_back_front,kick,ballcontrol,,,
kickoff_loop_walk_front_back,kick,ballcontrol,,,
kickoff_loop_walk_side,kick,ballcontrol,,,
layer_assistant_flag_hand_R,other,unknown,,,
layer_assistant_flag_switch_R_L,other,unknown,,,
layer_avoid_f045,other,unknown,,,045
layer_avoid_f045_v2,other,unknown,,,045
layer_backhand,other,unknown,,,
layer_direct_at_000,other,unknown,,,000
layer_direct_at_f045,other,unknown,,,045
layer_direct_at_f090,other,unknown,,,090
layer_direct_at_f135,other,unknown,,,135
layer_give_around_both,other,unknown,,,
layer_give_around_both_wide,other,unknown,,,
layer_give_around_bothup,other,unknown,,,
layer_give_fornt_one,other,unknown,,,
layer_give_run_one,other,unknown,,,
layer_give_run_oneup,other,unknown,,,
layer_give_side_bothup,other,unknown,,,
layer_gk_free_BackLineInstruct_Bothhand,other,unknown,,,
layer_gk_free_BackLineInstruct_Bothhand_2,other,unknown,,,
layer_gk_free_instruction,other,unknown,,,
layer_gk_free_thrashHandNear,other,unknown,,,
layer_gkcoaching_high_shout,other,unknown,,,
layer_gkcoaching_mid_point,other,unknown,,,
layer_gkgoalpost_r_f90,other,unknown,,,
layer_godhand,other,unknown,,,
layer_jostle_000,other,unknown,,,000
layer_jostle_000_f090_block,other,unknown,,,000
layer_jostle_180,other,unknown,,,180
layer_jostle_f045_000_block,other,unknown,,,045
layer_jostle_f045_f090_touch,other,unknown,,,045
layer_jostle_f045_sub_far,other,unknown,,,045
layer_jostle_f090_main,other,unknown,,,090
layer_jostle_f090_main_v2,other,unknown,,,090
layer_jostle_f090_main_v3,other,unknown,,,090
layer_jostle_f090_sub,other,unknown,,,090
layer_jostle_f135_main,other,unknown,,,135
layer_notouch_appeal,other,unknown,,,
layer_push_f090_main,other,unknown,,,090
layer_push_f090_sub,other,unknown,,,090
layer_pushaside_f135_main,other,unknown,,,135
layer_touch_face,other,unknown,,,
layer_touch_head,other,unknown,,,
layer_touch_head_face,other,unknown,,,
layer_touch_nose,other,unknown,,,
layer_wipe_sweat,other,unknown,,,
lose_dribble_deprived_3_0_000,other,unknown,sprint,idle,000
lose_dribble_deprived_4_0_000,other,unknown,sprint,idle,000
lose_float_ball_4_0_150,other,unknown,sprint,idle,150
lose_nutmeg_idle_0_0_135,other,unknown,idle,idle,135
lose_nutmeg_idle_0_0_180,other,unknown,idle,idle,180
lose_nutmeg_run_3_0_f270,other,unknown,sprint,idle,270
lose_nutmeg_run_3_0_f315,other,unknown,sprint,idle,315
mid_delay_1_1,other,unknown,dribble,dribble,
mid_delay_2_2,other,unknown,walk,walk,
mid_delay_3_3,other,unknown,sprint,sprint,
mid_delayback_1_1,other,unknown,dribble,dribble,
mid_delayback_2_0,other,unknown,walk,idle,
mid_delayback_2_2,other,unknown,walk,walk,
mid_delayback_2_2_mid_delayside,other,unknown,walk,walk,
mid_delayback_3_3,other,unknown,sprint,sprint,
mid_delaybackslant_1_1,other,unknown,dribble,dribble,
mid_delaybackslant_2_0,other,unknown,walk,idle,
mid_delaybackslant_2_2,other,unknown,walk,walk,
mid_delaybackslant_3_3,other,unknown,sprint,sprint,
mid_delayside_1_1,other,unknown,dribble,dribble,
mid_delayside_2_0,other,unknown,walk,idle,
mid_delayside_2_2,other,unknown,walk,walk,
mid_delayside_3_3,other,unknown,sprint,sprint,
mid_delayslant_1_1,other,unknown,dribble,dribble,
mid_delayslant_2_0,other,unknown,walk,idle,
mid_delayslant_2_2,other,unknown,walk,walk,
mid_delayslant_3_3,other,unknown,sprint,sprint,
mid_jockey_045,other,unknown,,,045
mid_jockey_090,other,unknown,,,090
mid_jockey_135,other,unknown,,,135
mid_jockey_180,other,unknown,,,180
mid_jockey_a,other,unknown,,,
mid_jockey_passget,other,unknown,,,
mid_jockey_passget_v2,other,unknown,,,
mid_jockey_passget_v3,other,unknown,,,
mid_jocky_standby,other,unknown,,,
mid_jocky_standby_noloop,other,unknown,,,
near_delay_0_0_v2,other,unknown,idle,idle,
near_delay_0_2_back_f090,other,unknown,idle,walk,090
near_delay_0_2_side_180,other,unknown,idle,walk,180
near_delay_0_2_side_180_v2,other,unknown,idle,walk,180
near_delay_1_1,other,unknown,dribble,dribble,
near_delay_2_0,other,unknown,walk,idle,
near_delay_2_2,other,unknown,walk,walk,
near_delay_3_3,other,unknown,sprint,sprint,
near_delay_standby_goalline_noloop,other,unknown,,,
near_delayback_1_1,other,unknown,dribble,dribble,
near_delayback_2_0,other,unknown,walk,idle,
near_delayback_2_2,other,unknown,walk,walk,
near_delayback_3_3,other,unknown,sprint,sprint,
near_delayback_3_3_run_f045,other,unknown,sprint,sprint,045
near_delaybackslant_1_1,other,unknown,dribble,dribble,
near_delaybackslant_2_0,other,unknown,walk,idle,
near_delaybackslant_2_2,other,unknown,walk,walk,
near_delaybackslant_3_3,other,unknown,sprint,sprint,
near_delayside_1_1,other,unknown,dribble,dribble,
near_delayside_2_0,other,unknown,walk,idle,
near_delayside_2_2,other,unknown,walk,walk,
near_delayside_3_3,other,unknown,sprint,sprint,
near_delayside_3_3_run,other,unknown,sprint,sprint,
near_delayslant_1_1,other,unknown,dribble,dribble,
near_delayslant_2_0,other,unknown,walk,idle,
near_delayslant_2_2,other,unknown,walk,walk,
near_delayslant_3_3,other,unknown,sprint,sprint,
near_run_0_2,other,unknown,idle,walk,
near_run_0_3,other,unknown,idle,sprint,
near_run_1_1,other,unknown,dribble,dribble,
near_run_2_0,other,unknown,walk,idle,
near_run_2_0_000_press_near_delay,other,unknown,walk,idle,000
near_run_2_0_045,other,unknown,walk,idle,045
near_run_2_0_090,other,unknown,walk,idle,090
near_run_2_2,other,unknown,walk,walk,
near_run_3_3,other,unknown,sprint,sprint,
near_run_4_0,other,unknown,sprint,idle,
near_run_4_0_045,other,unknown,sprint,idle,045
near_run_4_0_090,other,unknown,sprint,idle,090
near_run_4_0_135,other,unknown,sprint,idle,135
near_run_4_4,other,unknown,sprint,sprint,
parallel_2_2,other,unknown,walk,walk,
parallel_2_2_back,other,unknown,walk,walk,
parallel_2_2_back_045,other,unknown,walk,walk,045
parallel_2_2_back_180_hurry,other,unknown,walk,walk,180
parallel_2_2_run_f090,other,unknown,walk,walk,090
parallel_2_2_run_f180,other,unknown,walk,walk,180
parallel_2_2_run_f180_hurry,other,unknown,walk,walk,180
parallel_2_2_side,other,unknown,walk,walk,
parallel_2_2_side_f180,other,unknown,walk,walk,180
parallel_2_2_side_f180_hurry,other,unknown,walk,walk,180
parallel_2_2_side_v2,other,unknown,walk,walk,
parallel_2_3_back_180_hurry,other,unknown,walk,sprint,180
parallel_2_3_side_f180_hurry,other,unknown,walk,sprint,180
parallel_2_4,other,unknown,walk,sprint,
parallel_2_4_000_hurry,other,unknown,walk,sprint,000
parallel_2_4_run_f180_hurry,other,unknown,walk,sprint,180
parallel_3_1_back,other,unknown,sprint,dribble,
parallel_3_1_f225_lose,other,unknown,sprint,dribble,225
parallel_3_2_back_180_hurry,other,unknown,sprint,walk,180
parallel_3_2_side_f180_hurry,other,unknown,sprint,walk,180
parallel_3_3,other,unknown,sprint,sprint,
parallel_3_3_045_hurry,other,unknown,sprint,sprint,045
parallel_3_3_090_hurry,other,unknown,sprint,sprint,090
parallel_3_3_back,other,unknown,sprint,sprint,
parallel_3_3_back_180_hurry,other,unknown,sprint,sprint,180
parallel_3_3_parallel_045,other,unknown,sprint,sprint,045
parallel_3_3_side_045,other,unknown,sprint,sprint,045
parallel_3_3_v2,other,unknown,sprint,sprint,
parallel_4_2,other,unknown,sprint,walk,
parallel_4_2_090,other,unknown,sprint,walk,090
parallel_4_2_back,other,unknown,sprint,walk,
parallel_4_2_f270,other,unknown,sprint,walk,270
parallel_4_2_side,other,unknown,sprint,walk,
parallel_4_2_side_090,other,unknown,sprint,walk,090
parallel_4_2_side_f090,other,unknown,sprint,walk,090
parallel_4_4,other,unknown,sprint,sprint,
parallel_4_4_v2,other,unknown,sprint,sprint,
parallel_4_4_v3,other,unknown,sprint,sprint,
pk_enclose_ashibumi_loop,other,unknown,,,
pk_enclose_harai_loop,other,unknown,,,
pk_enclose_hiza_hiraki_loop,other,unknown,,,
pk_enclose_hiza_loop,other,unknown,,,
pk_enclose_kamae_loop,other,unknown,,,
pk_idle,other,unknown,,,
pk_idle_2,other,unknown,,,
pk_idle_cristiano,other,unknown,,,
pk_idle_dummy_8,other,unknown,,,
pk_idle_lewandowski,other,unknown,,,
pk_idle_neymar,other,unknown,,,
pk_idle_pogba,other,unknown,,,
pk_idle_ronaldinho,other,unknown,,,
pk_idle_ronaldinho_2,other,unknown,,,
pk_kamae_loop_001,other,unknown,,,001
pk_kamae_loop_002,other,unknown,,,002
pk_kamae_loop_003,other,unknown,,,003
pk_kamae_loop_004,other,unknown,,,004
pk_kamae_loop_005,other,unknown,,,005
pk_runup,other,unknown,,,
pk_runup_2,other,unknown,,,
pk_runup_cristiano,other,unknown,,,
pk_runup_dummy_8,other,unknown,,,
pk_runup_lewandowski,other,unknown,,,
pk_runup_neymar,other,unknown,,,
pk_runup_pogba,other,unknown,,,
pk_runup_ronaldinho,other,unknown,,,
pk_runup_ronaldinho_2,other,unknown,,,
postman_loop,other,unknown,,,
quick_restart0,other,unknown,,,
quick_restart135,other,unknown,,,
quick_restart180,other,unknown,,,
quick_restart225,other,unknown,,,
quick_restart270,other,unknown,,,
quick_restart315,other,unknown,,,
quick_restart45,other,unknown,,,
quick_restart90,other,unknown,,,
quick_restart_set_loop,other,unknown,,,
quick_restart_step,other,unknown,,,
quick_restart_step180,other,unknown,,,
quick_restart_step180_near,other,unknown,,,
quick_restart_step270,other,unknown,,,
quick_restart_step270_near,other,unknown,,,
quick_restart_step90,other,unknown,,,
quick_restart_step90_near,other,unknown,,,
quick_restart_step_near,other,unknown,,,
quick_restart_to_kamae,other,unknown,,,
rapid_3_2_dodge_jumpslide,other,unknown,sprint,walk,
rapid_4_3_appeal,other,unknown,sprint,sprint,
rapid_4_3_appeal_v2,other,unknown,sprint,sprint,
rapidstop_2_0,other,unknown,walk,idle,
rapidstop_3_0,other,unknown,sprint,idle,
rapidstop_3_0_persist,other,unknown,sprint,idle,
referee_1_0_000_hand_low_point_000,official,official,dribble,idle,000
referee_1_0_000_hand_middle_point_000,official,official,dribble,idle,000
referee_1_0_f060_hand_low_point_f060,official,official,dribble,idle,060
referee_1_0_f060_hand_middle_point_f060,official,official,dribble,idle,060
referee_1_0_f150_hand_middle_point_f150,official,official,dribble,idle,150
referee_2_2_000_whistle,official,official,walk,walk,000
referee_3_0_000_hand_low_point_000,official,official,sprint,idle,000
referee_3_0_000_hand_middle_point_000,official,official,sprint,idle,000
referee_3_0_f060_hand_low_point_f060,official,official,sprint,idle,060
referee_3_0_f060_hand_middle_point_f060,official,official,sprint,idle,060
referee_3_0_f150_hand_middle_point_f150,official,official,sprint,idle,150
referee_advantage_1_1_jog,official,official,dribble,dribble,
referee_advantage_3_3,official,official,sprint,sprint,
referee_game_end_1_0_hand_up_whistle,official,official,dribble,idle,
referee_hand_up_0,official,official,,,
referee_hand_up_0_060,official,official,,,060
referee_hand_up_0_f060,official,official,,,060
referee_hand_up_0_hand_down,official,official,,,
referee_kickoff_start_0,official,official,,,
referee_stand_0,official,official,,,
referee_stand_0_hand_up_whistle,official,official,,,
referee_stand_0_whistle,official,official,,,
riseup_allfours_0_0_000,other,unknown,idle,idle,000
riseup_allfours_0_0_060,other,unknown,idle,idle,060
riseup_allfours_0_0_150,other,unknown,idle,idle,150
riseup_allfours_0_3_000,other,unknown,idle,sprint,000
riseup_allfours_0_3_060,other,unknown,idle,sprint,060
riseup_allfours_0_3_150,other,unknown,idle,sprint,150
riseup_facedown_0_0_000,other,unknown,idle,idle,000
riseup_facedown_0_0_060,other,unknown,idle,idle,060
riseup_facedown_0_0_150,other,unknown,idle,idle,150
riseup_facedown_0_3_000,other,unknown,idle,sprint,000
riseup_facedown_0_3_060,other,unknown,idle,sprint,060
riseup_facedown_0_3_150,other,unknown,idle,sprint,150
riseup_faceup_0_0_000,other,unknown,idle,idle,000
riseup_faceup_0_0_060,other,unknown,idle,idle,060
riseup_faceup_0_0_150,other,unknown,idle,idle,150
riseup_faceup_0_3_000,other,unknown,idle,sprint,000
riseup_faceup_0_3_060,other,unknown,idle,sprint,060
riseup_faceup_0_3_150,other,unknown,idle,sprint,150
run_1_1,locomotion,movement,dribble,dribble,
run_1_1_timingstep,locomotion,movement,dribble,dribble,
run_2_0,locomotion,movement,walk,idle,
run_2_0_045,locomotion,movement,walk,idle,045
run_2_0_090,locomotion,movement,walk,idle,090
run_2_0_135,locomotion,movement,walk,idle,135
run_2_0_slow,locomotion,movement,walk,idle,
run_2_2,locomotion,movement,walk,walk,
run_2_2_045,locomotion,movement,walk,walk,045
run_2_2_090,locomotion,movement,walk,walk,090
run_2_2_090_jump,locomotion,movement,walk,walk,090
run_2_2_135,locomotion,movement,walk,walk,135
run_2_2_135_jump,locomotion,movement,walk,walk,135
run_2_2_180,locomotion,movement,walk,walk,180
run_2_2_180_step,locomotion,movement,walk,walk,180
run_2_2_180_tired,locomotion,movement,walk,walk,180
run_2_2_back,locomotion,movement,walk,walk,
run_2_2_back_045,locomotion,movement,walk,walk,045
run_2_2_back_090,locomotion,movement,walk,walk,090
run_2_2_back_090_relax,locomotion,movement,walk,walk,090
run_2_2_back_090_slow,locomotion,movement,walk,walk,090
run_2_2_back_135,locomotion,movement,walk,walk,135
run_2_2_back_180_relax,locomotion,movement,walk,walk,180
